date,price,volume,returns
2024-01-01,,1805.0,0.020714454336471275
2024-01-02,98.61735698828815,1843.0,-0.010889290962764439
2024-01-03,106.47688538100692,,0.005350158113871221
2024-01-04,115.23029856408026,814.0,0.03991742569655368
2024-01-05,97.65846625276664,1376.0,0.01483241361901735
2024-01-06,,1900.0,0.026722969102128853
2024-01-07,115.79212815507391,1812.0,0.017096063574676107
2024-01-08,107.67434729152909,1960.0,0.019605066919070824
2024-01-09,,1161.0,0.0017948339182085442
2024-01-10,105.42560043585965,,0.001226969579524385
2024-01-11,95.36582307187538,1123.0,0.0063410077069690745
2024-01-12,95.34270246429743,1015.0,0.015689056149006016
2024-01-13,102.41962271566034,1873.0,-0.004666306316652268
2024-01-14,80.86719755342202,1342.0,0.0034410786900600956
2024-01-15,82.75082167486967,1969.0,-0.005206912319119708
2024-01-16,94.37712470759027,849.0,0.003313696439890586
2024-01-17,89.87168879665576,1322.0,-0.024019926619636943
2024-01-18,103.14247332595274,,0.053119549339190365
2024-01-19,90.91975924478788,1258.0,-0.013658802375577522
2024-01-20,85.87696298664709,1398.0,-0.006229214495188623
2024-01-21,114.65648768921554,742.0,-0.01538528787109605
2024-01-22,97.74223699513465,1042.0,0.013314174983290803
2024-01-23,100.67528204687923,,-0.002920052624846625
2024-01-24,85.75251813786544,,-0.018276150201944365
2024-01-25,94.55617275474818,1047.0,0.014137667324486855
2024-01-26,101.10922589709867,1419.0,0.01683298295845582
2024-01-27,88.49006422577698,1746.0,-0.00033752648954533785
2024-01-28,103.75698018345672,505.0,-0.012272519027641534
2024-01-29,93.99361310081196,1845.0,0.04482132011119435
2024-01-30,97.08306250206724,967.0,0.007801352610504621
2024-01-31,93.98293387770603,574.0,-0.024481379699066476
2024-02-01,118.52278184508938,503.0,0.029280809220055364
2024-02-02,99.86502775262066,1145.0,-0.016115494988251426
2024-02-03,89.422890710441,617.0,0.05583756680539833
2024-02-04,,1380.0,0.002593157150551734
2024-02-05,87.79156350028978,1003.0,0.021266320721107075
2024-02-06,102.08863595004756,,-0.04060035121693802
2024-02-07,80.40329876120225,1073.0,-0.024682817681799262
2024-02-08,86.71813951101569,1964.0,0.0276771923952143
2024-02-09,101.96861235869123,693.0,
2024-02-10,,1346.0,0.04184792845428145
2024-02-11,101.7136828118997,1214.0,0.010703502104591782
2024-02-12,98.8435171761176,1915.0,
2024-02-13,96.98896304410711,1549.0,0.035271479816444115
2024-02-14,85.21478009632573,1958.0,0.021202739984508886
2024-02-15,92.80155791605291,672.0,-0.002925223985525787
2024-02-16,95.39361229040213,1823.0,-0.020882082009968942
2024-02-17,110.57122226218915,825.0,-0.046432313295309884
2024-02-18,103.43618289568461,1933.0,-0.007753313396054102
2024-02-19,82.36959844637266,1641.0,-0.022726701904427438
2024-02-20,103.24083969394795,1335.0,0.05295409286468768
2024-02-21,96.14917719583684,1223.0,-0.012007418881400536
2024-02-22,93.23077999694041,724.0,-0.012554180112500897
2024-02-23,106.11676288840867,1031.0,-0.029424897491772913
2024-02-24,110.30999522495951,612.0,-0.004326346570454066
